"Plot","su","Temp","Campanula_rotundifolia","Centaurea_jacea","Clinopodium_vulgare","Euphrasia_stricta","Hypericum_maculatum","Knautia_arvensis","Prunella_vulgaris","Trifolium_pratense","Trifolium_repens"
1,"1_12.07.2003_16",24.1,3.04452243772342,0,0,2.39789527279837,0,0,3.43398720448515,2.99573227355399,0
3,"3_14.07.2003_10",33.4,2.99573227355399,0,3.43398720448515,0,0,0,2.63905732961526,3.43398720448515,0
9,"9_14.07.2003_12",32.3,0,0,0,4.969813299576,3.17805383034795,0,1.38629436111989,5.09375020080676,0.693147180559945
11,"11_14.07.2003_18",21.6,2.39789527279837,0,0,1.94591014905531,0,0,0,2.83321334405622,0
5,"5_14.07.2003_18",23.1,2.484906649788,0,0.693147180559945,2.39789527279837,0.693147180559945,0,0,3.52636052461616,1.38629436111989
17,"17_14.07.2003_12",34.8,2.30258509299405,0,0,3.95124371858143,1.6094379124341,1.09861228866811,0,4.0943445622221,1.6094379124341
4,"4_15.07.2003_13",30.2,1.94591014905531,0,1.94591014905531,1.94591014905531,0.693147180559945,0,3.98898404656427,3.66356164612965,0
5,"5_15.07.2003_16",38,2.56494935746154,0,1.6094379124341,2.30258509299405,0,0,0,3.91202300542815,1.38629436111989
19,"19_15.07.2003_16",29.6,3.2188758248682,0,0,0,0,1.38629436111989,2.19722457733622,3.97029191355212,3.25809653802148
20,"20_15.07.2003_16",32.1,3.3322045101752,0,0,1.79175946922805,0,0.693147180559945,2.484906649788,3.09104245335832,0
6,"6_16.07.2003_20",23.3,2.83321334405622,0,0,1.6094379124341,1.09861228866811,0,1.38629436111989,2.77258872223978,0
5,"5_16.07.2003_19",28.4,2.63905732961526,0,0,2.94443897916644,1.6094379124341,0,0,3.36729582998647,0.693147180559945
4,"4_16.07.2003_20",24,2.07944154167984,0,1.38629436111989,2.07944154167984,1.38629436111989,0,3.40119738166216,3.63758615972639,0
7,"7_17.07.2003_9",27.3,0,0,1.38629436111989,4.36944785246702,1.6094379124341,0,0,2.77258872223978,0
11,"11_17.07.2003_10",26.6,2.19722457733622,0,0,2.39789527279837,2.484906649788,0.693147180559945,0.693147180559945,3.09104245335832,0
18,"18_17.07.2003_10",30,2.484906649788,0,1.38629436111989,4.36944785246702,1.94591014905531,0,2.39789527279837,4.34380542185368,3.09104245335832
16,"16_17.07.2003_10",36,1.94591014905531,0,1.94591014905531,0.693147180559945,0,0,0,2.77258872223978,0
1,"1_17.07.2003_12",35.1,0,0,3.80666248977032,0,3.63758615972639,0,1.38629436111989,1.79175946922805,0.693147180559945
9,"9_17.07.2003_12",34.9,0,0,0,4.85981240436167,4.21950770517611,0,1.6094379124341,5.05624580534831,0
10,"10_17.07.2003_13",39,1.6094379124341,0,2.07944154167984,4.12713438504509,1.09861228866811,0,1.38629436111989,4.77912349311153,1.09861228866811
19,"19_17.07.2003_8",32.8,2.89037175789616,0,0,0,0,1.09861228866811,1.94591014905531,4.21950770517611,2.94443897916644
15,"15_17.07.2003_9",27.1,1.79175946922805,0,2.77258872223978,3.63758615972639,3.93182563272433,0,0.693147180559945,4.30406509320417,0
14,"14_17.07.2003_8",23.4,0,0,2.56494935746154,0,1.09861228866811,0,0,1.09861228866811,0
4,"4_19.07.2003_17",28,2.70805020110221,0.693147180559945,2.56494935746154,3.43398720448515,1.6094379124341,0,3.25809653802148,3.78418963391826,0
17,"17_19.07.2003_13",39.1,2.07944154167984,0,0,4.47733681447821,2.19722457733622,0,0,3.8286413964891,1.09861228866811
11,"11_19.07.2003_13",35.8,1.09861228866811,0,1.09861228866811,2.83321334405622,2.39789527279837,0.693147180559945,0,2.77258872223978,0
6,"6_19.07.2003_13",29.6,2.63905732961526,0,2.19722457733622,1.79175946922805,2.484906649788,0,0,2.07944154167984,0
2,"2_19.07.2003_12",28.6,0,0,3.2188758248682,5.13579843705026,1.09861228866811,0,2.07944154167984,2.30258509299405,0
19,"19_22.07.2003_14",26,2.83321334405622,1.38629436111989,0,0,0,1.09861228866811,1.6094379124341,3.3322045101752,1.38629436111989
18,"18_22.07.2003_14",26,2.19722457733622,1.09861228866811,1.09861228866811,4.87519732320115,1.79175946922805,0,1.38629436111989,3.49650756146648,0
12,"12_22.07..03_13",27.6,1.09861228866811,0,0,1.38629436111989,1.6094379124341,0,0.693147180559945,3.13549421592915,0
9,"9_22.07.2003_13",27.3,0.693147180559945,0,0.693147180559945,3.55534806148941,3.40119738166216,0,0,2.77258872223978,0
7,"7_22.07.2003_13",26.1,0,0.693147180559945,2.30258509299405,4.11087386417331,2.19722457733622,0,0,2.484906649788,0
3,"3_22.07.2003_12",23.9,2.56494935746154,0.693147180559945,4.02535169073515,0,1.38629436111989,0,0,3.73766961828337,0
13,"13_23.07.2003_10",26,0,0,0,2.77258872223978,3.73766961828337,0.693147180559945,0,2.07944154167984,0
5,"5_23.07.2003_14",29.9,2.77258872223978,0,1.6094379124341,3.78418963391826,1.38629436111989,0,0,3.09104245335832,1.09861228866811
20,"20_23.07.2003_9",27,3.55534806148941,0.693147180559945,0,3.58351893845611,0,0.693147180559945,1.09861228866811,3.25809653802148,0
9,"9_23.07.2003_12",23,0,0,0,5.18738580584075,3.58351893845611,0,0,4.17438726989564,0
15,"15_23.07.2003_12",24,2.63905732961526,1.38629436111989,3.52636052461616,3.3322045101752,4.30406509320417,0,1.09861228866811,3.25809653802148,0
14,"14_23.07.2003_14",23,2.07944154167984,0,2.83321334405622,0,1.38629436111989,0,0,0,0
11,"11_25.07.2003_15",28,0.693147180559945,0,0,2.63905732961526,1.79175946922805,0.693147180559945,0,1.6094379124341,0
17,"17_25.07.2003_14",23.9,1.94591014905531,0,0.693147180559945,4.8283137373023,1.94591014905531,0,0,3.29583686600433,0
10,"10_25.07.2003_11",22.8,1.38629436111989,0,2.19722457733622,4.27666611901606,1.09861228866811,0,1.09861228866811,3.78418963391826,1.09861228866811
1,"1_25.07.2003_10",22.6,0,1.09861228866811,2.70805020110221,0,2.77258872223978,0,0.693147180559945,1.6094379124341,0
2,"2_28.07.2003_12",28.4,0.693147180559945,0.693147180559945,3.49650756146648,5.12989871492307,2.30258509299405,0,2.39789527279837,1.6094379124341,0
3,"3_28.07.2003_15",25.8,2.63905732961526,1.38629436111989,3.2188758248682,0,0,0.693147180559945,0,2.63905732961526,0
6,"6_28.07.2003_12",29.6,2.77258872223978,1.09861228866811,3.49650756146648,2.07944154167984,1.94591014905531,0,0,1.79175946922805,0
12,"12_28.07.2004_14",24.2,0.693147180559945,0,0,2.39789527279837,2.07944154167984,0,0.693147180559945,2.56494935746154,0
18,"18_28.07.2003_14",29,2.83321334405622,1.09861228866811,1.94591014905531,4.99721227376411,2.07944154167984,0,0.693147180559945,2.484906649788,0
20,"20_29.07.2003_16",22.1,3.43398720448515,0.693147180559945,0,3.73766961828337,0,0.693147180559945,1.09861228866811,2.89037175789616,0
9,"9_29.07.2003_16",22.3,0,0,0,5.61677109766657,3.36729582998647,0,0,3.68887945411394,0.693147180559945
13,"13_29.07.2003_11",25,0,1.38629436111989,0,3.2188758248682,3.09104245335832,1.09861228866811,0,2.56494935746154,0
7,"7_29.07.2003_11",24,0.693147180559945,0.693147180559945,2.63905732961526,4.7361984483945,1.94591014905531,0,0,1.94591014905531,0
4,"4_29.07.2003_11",30,3.04452243772342,0,1.79175946922805,1.79175946922805,1.09861228866811,0,2.77258872223978,2.77258872223978,0
8,"8_29.07.2003_12",28.3,1.38629436111989,0,1.6094379124341,3.52636052461616,1.79175946922805,0,0,2.19722457733622,0
19,"19_29.07.2003_14",25.8,1.79175946922805,1.79175946922805,0,0,0,0,1.6094379124341,2.56494935746154,0
14,"14_29.07.2003_14",36.3,1.09861228866811,0,3.2188758248682,0,0.693147180559945,0,0,0,0
6,"6_01.08.2003_11",19.1,1.94591014905531,1.09861228866811,2.94443897916644,1.94591014905531,1.6094379124341,0.693147180559945,0,1.09861228866811,0
1,"1_01.08.2003_11",27.9907692307692,0,0,2.94443897916644,0,3.04452243772342,0,1.6094379124341,1.09861228866811,0
10,"10_01.08.2003_10",20.1,1.79175946922805,0,2.07944154167984,4.34380542185368,0.693147180559945,0.693147180559945,0,3.63758615972639,0.693147180559945
16,"16_01.08.2003_11",20.4,0.693147180559945,0,1.94591014905531,2.19722457733622,0,0,0,1.38629436111989,0
5,"5_01.08.2003_10",19.9,2.30258509299405,1.6094379124341,1.38629436111989,3.78418963391826,0.693147180559945,0,0,2.30258509299405,1.09861228866811
15,"15_01.08.2003_9",19.9,2.484906649788,1.6094379124341,2.94443897916644,4.23410650459726,3.36729582998647,0,0,2.39789527279837,0
2,"2_02.08.2003_13",28.1,0.693147180559945,1.79175946922805,3.09104245335832,5.07517381523383,1.09861228866811,0,1.6094379124341,1.6094379124341,0
17,"17_02.08.2003_12",35.4,1.09861228866811,0,0,5.25749537202778,2.19722457733622,0,0,1.79175946922805,0
11,"11_02.08.2003_12",29.1,1.79175946922805,0,0,2.70805020110221,1.09861228866811,0.693147180559945,0,0,0
7,"7_04.08.2003_14",25.4,1.09861228866811,1.09861228866811,2.63905732961526,4.56434819146784,1.94591014905531,0,0,0,0
3,"3_04.08.2003_12",20.9,1.79175946922805,1.38629436111989,2.89037175789616,0,1.09861228866811,0,0,1.09861228866811,0
8,"8_04.08.2003_16",26.6,0.693147180559945,0,1.09861228866811,4.17438726989564,1.09861228866811,0,0.693147180559945,1.09861228866811,0
4,"4_04.08.2003_16",21.3,2.94443897916644,1.38629436111989,2.07944154167984,3.8286413964891,0,0,0,2.07944154167984,0
12,"12_04.08.2003_14",27.8,0.693147180559945,0,0,3.40119738166216,1.94591014905531,0,0,0.693147180559945,0
18,"18_04.08.2003_15",22.9,1.94591014905531,1.6094379124341,0,5.03043792139244,1.09861228866811,0,0.693147180559945,1.6094379124341,0
19,"19_05.08.2003_11",28.8,0.693147180559945,1.38629436111989,0,0,0,1.38629436111989,1.6094379124341,1.94591014905531,0
13,"13_05.08.2003_11",23.3,0,1.79175946922805,0,3.43398720448515,2.89037175789616,0,0,1.09861228866811,0
20,"20_05.08.2003_11",32.4,2.89037175789616,0.693147180559945,0,3.78418963391826,0,0.693147180559945,0,2.19722457733622,0
14,"14_05.08.2003_11",32.6,1.38629436111989,0.693147180559945,3.29583686600433,0,0,0,0,0,0
9,"9_05.08.2003_13",26.2,0,0.693147180559945,0,4.969813299576,3.55534806148941,0,0.693147180559945,2.30258509299405,0
15,"15_05.08.2003_13",26.8,1.09861228866811,1.6094379124341,2.63905732961526,4.18965474202643,2.484906649788,0,0,1.94591014905531,0
17,"17_06.08.2003_11",27,0.693147180559945,0,0,5.08759633523238,1.94591014905531,0,0,0.693147180559945,0
5,"5_06.08.2003_10",29.6,1.38629436111989,0,2.07944154167984,4.36944785246702,0.693147180559945,0,0,2.07944154167984,0
1,"1_06.08.2003_11",28.5,0,0.693147180559945,1.94591014905531,0,2.30258509299405,0,0,1.09861228866811,0
10,"10_06.08.2003_11",27.4,0.693147180559945,0,0.693147180559945,4.72738781871234,0.693147180559945,0.693147180559945,0,3.17805383034795,0
16,"16_06.08.2003_11",28.6,0,0,1.79175946922805,2.77258872223978,0,0,0,1.38629436111989,0
1,"1_07.08.2003_15",32,0,0.693147180559945,1.6094379124341,0,2.63905732961526,0,0,1.38629436111989,0
11,"11_07.08.2003_15",30.1,1.38629436111989,0,0,2.89037175789616,1.38629436111989,0,0,0,0
6,"6_07.08.2003_15",30.1,0,0,2.56494935746154,2.83321334405622,1.09861228866811,0,0,0,0
18,"18_07.08.2003_16",29.2,0.693147180559945,1.94591014905531,0,5.15329159449778,1.6094379124341,0,0.693147180559945,1.38629436111989,0
7,"7_08.08.2003_9",25.1,1.09861228866811,0,3.04452243772342,4.14313472639153,2.07944154167984,0,0,0,0
2,"2_08.08.2003_9",24.2,1.38629436111989,1.79175946922805,2.99573227355399,5.27811465923052,1.79175946922805,0.693147180559945,1.38629436111989,1.09861228866811,0
12,"12_08.08.2003_9",25.6,0.693147180559945,0,0,3.63758615972639,1.79175946922805,0,0,0.693147180559945,0
9,"9_08.08.2003_12",32.4,0,0.693147180559945,0,4.44265125649032,2.63905732961526,0,0.693147180559945,1.6094379124341,0
3,"3_08.08.2003_12",32.4,2.19722457733622,0,3.17805383034795,0,0.693147180559945,0.693147180559945,0,1.38629436111989,0
20,"20_08.08.2003_14",25.3,0,0.693147180559945,0,3.95124371858143,0,0,0,1.6094379124341,0
19,"19_08.08.2003_14",30.4,0.693147180559945,1.6094379124341,0,0,0,0.693147180559945,1.6094379124341,1.38629436111989,0
10,"10_08.08.2003_15",33.1,1.38629436111989,0,1.09861228866811,4.33073334028633,0,1.09861228866811,0,2.30258509299405,0
13,"13_08.08.2003_15",33.4,0,1.6094379124341,0,3.68887945411394,2.39789527279837,0,0,0.693147180559945,0
4,"4_09.08.2003_9",28.1,2.77258872223978,1.09861228866811,2.19722457733622,3.61091791264422,0.693147180559945,0.693147180559945,1.6094379124341,1.09861228866811,0
5,"5_09.08.2003_9",28.6,1.09861228866811,0,1.94591014905531,4.43081679884331,1.09861228866811,0,0,1.6094379124341,0
14,"14_09.08.2003_10",29.8,1.79175946922805,0,2.99573227355399,0,0.693147180559945,0,0,0,0
16,"16_09.08.2003_10",31.8,0.693147180559945,0,1.79175946922805,2.77258872223978,0,0,0,1.38629436111989,0
8,"8_09.08.2003_10",33.6,0.693147180559945,0,1.09861228866811,3.68887945411394,1.09861228866811,0,0.693147180559945,1.38629436111989,0
7,"7_09.08.2003_12",31.3,1.38629436111989,0,2.77258872223978,4.55387689160054,1.38629436111989,0,0,0.693147180559945,0
15,"15_09.08.2003_12",30.4,2.39789527279837,1.09861228866811,3.09104245335832,4.04305126783455,2.63905732961526,0,0,0,0
17,"17_10.08.2003_11",31.9,0,0,0,5.39816270151775,1.6094379124341,0.693147180559945,0,0.693147180559945,0
9,"9_10.08.2003_10",31.8,0,0.693147180559945,0,4.75359019110636,3.3322045101752,0,0,1.6094379124341,0
11,"11_10.08.2003_11",32.6,1.09861228866811,0,0,2.94443897916644,0,0,0,0.693147180559945,0
2,"2_10.08.2003_10",30.4,0,0,3.13549421592915,5.15329159449778,1.94591014905531,0.693147180559945,0.693147180559945,1.09861228866811,0
2,"2_17.08.2003_11",24.8,1.09861228866811,0,2.70805020110221,5.03043792139244,1.94591014905531,0,1.38629436111989,1.09861228866811,0
9,"9_17.08.2003_12",29.8,0,0,0,4.06044301054642,3.13549421592915,0,0,2.07944154167984,0
